video_id,label,frames_dir,num_frames_extracted
Youtube-real_00044,0,deepfake_detector/data/frames\train\real\Youtube-real_00044,60
Celeb-synthesis_id4_id6_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id6_0002,60
Celeb-real_id0_0009,0,deepfake_detector/data/frames\train\real\Celeb-real_id0_0009,60
Celeb-real_id4_0002,0,deepfake_detector/data/frames\train\real\Celeb-real_id4_0002,60
Youtube-real_00096,0,deepfake_detector/data/frames\train\real\Youtube-real_00096,60
Celeb-synthesis_id9_id1_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id1_0004,60
Celeb-synthesis_id8_id2_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id2_0002,60
Celeb-real_id3_0006,0,deepfake_detector/data/frames\train\real\Celeb-real_id3_0006,60
Celeb-synthesis_id3_id17_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id17_0009,60
Celeb-synthesis_id12_id7_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id12_id7_0004,60
Celeb-synthesis_id4_id1_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id1_0006,60
Celeb-synthesis_id11_id7_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id11_id7_0007,60
Celeb-synthesis_id10_id12_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id10_id12_0006,20
Youtube-real_00127,0,deepfake_detector/data/frames\train\real\Youtube-real_00127,60
Celeb-real_id0_0004,0,deepfake_detector/data/frames\train\real\Celeb-real_id0_0004,60
Celeb-synthesis_id3_id17_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id17_0001,60
Celeb-real_id17_0006,0,deepfake_detector/data/frames\train\real\Celeb-real_id17_0006,41
Celeb-real_id9_0009,0,deepfake_detector/data/frames\train\real\Celeb-real_id9_0009,60
Celeb-synthesis_id17_id1_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id1_0005,60
Celeb-real_id11_0010,0,deepfake_detector/data/frames\train\real\Celeb-real_id11_0010,56
Youtube-real_00082,0,deepfake_detector/data/frames\train\real\Youtube-real_00082,60
Celeb-synthesis_id2_id6_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id6_0006,60
Celeb-synthesis_id3_id0_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id0_0003,60
Youtube-real_00242,0,deepfake_detector/data/frames\train\real\Youtube-real_00242,60
Celeb-synthesis_id1_id6_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id6_0007,60
Celeb-real_id6_0009,0,deepfake_detector/data/frames\train\real\Celeb-real_id6_0009,60
Celeb-synthesis_id6_id1_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id1_0007,60
Youtube-real_00171,0,deepfake_detector/data/frames\train\real\Youtube-real_00171,60
Celeb-synthesis_id9_id6_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id6_0005,60
Youtube-real_00212,0,deepfake_detector/data/frames\train\real\Youtube-real_00212,60
Celeb-synthesis_id1_id9_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id9_0009,60
Youtube-real_00124,0,deepfake_detector/data/frames\train\real\Youtube-real_00124,60
Celeb-synthesis_id1_id4_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id4_0002,60
Celeb-synthesis_id1_id0_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id0_0005,60
Celeb-synthesis_id9_id6_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id6_0006,60
Youtube-real_00074,0,deepfake_detector/data/frames\train\real\Youtube-real_00074,60
Celeb-synthesis_id9_id2_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id2_0004,60
Celeb-synthesis_id4_id3_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id3_0006,60
Celeb-synthesis_id17_id16_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id16_0007,55
Celeb-synthesis_id16_id3_0013,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id3_0013,60
Celeb-real_id6_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id6_0001,60
Celeb-synthesis_id17_id6_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id6_0006,41
Youtube-real_00109,0,deepfake_detector/data/frames\train\real\Youtube-real_00109,53
Celeb-synthesis_id4_id9_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id9_0005,60
Celeb-synthesis_id8_id1_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id1_0007,60
Celeb-synthesis_id4_id1_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id1_0002,60
Celeb-synthesis_id6_id16_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id16_0003,60
Youtube-real_00041,0,deepfake_detector/data/frames\train\real\Youtube-real_00041,60
Celeb-synthesis_id1_id4_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id4_0009,60
Celeb-synthesis_id8_id1_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id1_0002,60
Celeb-synthesis_id1_id16_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id16_0007,60
Youtube-real_00175,0,deepfake_detector/data/frames\train\real\Youtube-real_00175,60
Celeb-synthesis_id16_id2_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id2_0004,60
Celeb-synthesis_id6_id16_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id16_0004,60
Celeb-synthesis_id2_id0_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id0_0007,60
Celeb-synthesis_id3_id1_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id1_0006,60
Celeb-synthesis_id17_id6_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id6_0004,60
Celeb-real_id11_0002,0,deepfake_detector/data/frames\train\real\Celeb-real_id11_0002,60
Celeb-synthesis_id13_id10_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id10_0008,60
Celeb-real_id2_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id2_0001,60
Celeb-synthesis_id6_id4_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id4_0008,60
Youtube-real_00160,0,deepfake_detector/data/frames\train\real\Youtube-real_00160,60
Celeb-synthesis_id3_id2_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id2_0001,60
Celeb-synthesis_id17_id9_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id9_0001,60
Celeb-synthesis_id16_id6_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id6_0006,45
Celeb-synthesis_id9_id3_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id3_0009,60
Youtube-real_00020,0,deepfake_detector/data/frames\train\real\Youtube-real_00020,60
Celeb-synthesis_id9_id0_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id0_0001,60
Celeb-real_id10_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id10_0007,60
Celeb-real_id8_0002,0,deepfake_detector/data/frames\train\real\Celeb-real_id8_0002,60
Celeb-synthesis_id1_id6_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id6_0000,60
Celeb-synthesis_id0_id16_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id16_0005,60
Celeb-synthesis_id0_id16_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id16_0002,60
Celeb-real_id1_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id1_0005,60
Celeb-real_id3_0000,0,deepfake_detector/data/frames\train\real\Celeb-real_id3_0000,60
Youtube-real_00068,0,deepfake_detector/data/frames\train\real\Youtube-real_00068,60
Celeb-real_id3_0009,0,deepfake_detector/data/frames\train\real\Celeb-real_id3_0009,60
Celeb-synthesis_id9_id16_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id16_0005,60
Celeb-synthesis_id3_id0_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id0_0009,60
Celeb-synthesis_id0_id9_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id9_0005,60
Celeb-synthesis_id16_id0_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id0_0009,60
Youtube-real_00178,0,deepfake_detector/data/frames\train\real\Youtube-real_00178,60
Celeb-synthesis_id6_id16_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id16_0000,60
Celeb-synthesis_id13_id7_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id7_0008,60
Celeb-synthesis_id4_id0_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id0_0002,60
Celeb-synthesis_id9_id16_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id16_0000,60
Celeb-synthesis_id0_id1_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id1_0009,60
Celeb-synthesis_id9_id3_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id3_0000,60
Celeb-synthesis_id13_id10_0012,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id10_0012,60
Celeb-real_id10_0000,0,deepfake_detector/data/frames\train\real\Celeb-real_id10_0000,48
Youtube-real_00219,0,deepfake_detector/data/frames\train\real\Youtube-real_00219,60
Celeb-synthesis_id16_id1_0011,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id1_0011,55
Celeb-synthesis_id16_id1_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id1_0005,60
Youtube-real_00015,0,deepfake_detector/data/frames\train\real\Youtube-real_00015,60
Youtube-real_00154,0,deepfake_detector/data/frames\train\real\Youtube-real_00154,60
Celeb-synthesis_id1_id6_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id6_0005,60
Celeb-synthesis_id16_id17_0013,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id17_0013,60
Celeb-synthesis_id9_id3_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id3_0004,60
Youtube-real_00132,0,deepfake_detector/data/frames\train\real\Youtube-real_00132,60
Celeb-synthesis_id17_id3_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id3_0003,50
Celeb-synthesis_id7_id11_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id7_id11_0005,33
Celeb-synthesis_id16_id9_0013,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id9_0013,60
Celeb-real_id17_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id17_0005,60
Celeb-real_id12_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id12_0001,60
Celeb-synthesis_id3_id9_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id9_0006,60
Celeb-synthesis_id16_id17_0010,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id17_0010,60
Youtube-real_00048,0,deepfake_detector/data/frames\train\real\Youtube-real_00048,60
Celeb-synthesis_id6_id9_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id9_0001,60
Celeb-real_id17_0002,0,deepfake_detector/data/frames\train\real\Celeb-real_id17_0002,60
Celeb-synthesis_id8_id9_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id9_0003,60
Youtube-real_00080,0,deepfake_detector/data/frames\train\real\Youtube-real_00080,60
Celeb-synthesis_id0_id6_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id6_0001,60
Celeb-synthesis_id8_id7_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id7_0003,60
Celeb-synthesis_id17_id2_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id2_0000,60
Celeb-synthesis_id4_id9_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id9_0004,60
Celeb-synthesis_id4_id3_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id3_0008,60
Celeb-synthesis_id9_id0_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id0_0009,60
Youtube-real_00174,0,deepfake_detector/data/frames\train\real\Youtube-real_00174,60
Celeb-synthesis_id6_id2_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id2_0007,60
Youtube-real_00108,0,deepfake_detector/data/frames\train\real\Youtube-real_00108,60
Youtube-real_00070,0,deepfake_detector/data/frames\train\real\Youtube-real_00070,60
Celeb-synthesis_id0_id17_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id17_0007,60
Celeb-synthesis_id4_id3_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id3_0007,60
Celeb-synthesis_id3_id6_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id6_0000,60
Celeb-real_id3_0003,0,deepfake_detector/data/frames\train\real\Celeb-real_id3_0003,60
Celeb-synthesis_id13_id10_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id10_0000,60
Celeb-real_id6_0004,0,deepfake_detector/data/frames\train\real\Celeb-real_id6_0004,60
Celeb-synthesis_id4_id0_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id0_0007,60
Celeb-synthesis_id2_id1_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id1_0000,60
Celeb-synthesis_id2_id6_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id6_0005,60
Celeb-real_id13_0004,0,deepfake_detector/data/frames\train\real\Celeb-real_id13_0004,60
Celeb-synthesis_id0_id2_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id2_0003,60
Celeb-synthesis_id13_id10_0015,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id10_0015,60
Celeb-synthesis_id1_id17_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id17_0006,60
Youtube-real_00051,0,deepfake_detector/data/frames\train\real\Youtube-real_00051,60
Celeb-synthesis_id0_id3_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id3_0003,60
Celeb-synthesis_id16_id3_0010,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id3_0010,60
Celeb-synthesis_id6_id17_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id17_0005,60
Youtube-real_00119,0,deepfake_detector/data/frames\train\real\Youtube-real_00119,60
Celeb-synthesis_id3_id17_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id17_0003,60
Celeb-synthesis_id6_id3_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id3_0008,60
Youtube-real_00058,0,deepfake_detector/data/frames\train\real\Youtube-real_00058,60
Celeb-synthesis_id11_id7_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id11_id7_0008,60
Youtube-real_00039,0,deepfake_detector/data/frames\train\real\Youtube-real_00039,60
Celeb-synthesis_id4_id0_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id0_0009,60
Youtube-real_00078,0,deepfake_detector/data/frames\train\real\Youtube-real_00078,60
Celeb-synthesis_id3_id0_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id0_0005,60
Celeb-synthesis_id17_id9_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id9_0000,60
Youtube-real_00012,0,deepfake_detector/data/frames\train\real\Youtube-real_00012,60
Celeb-synthesis_id7_id10_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id7_id10_0005,33
Celeb-synthesis_id1_id17_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id17_0004,60
Celeb-synthesis_id0_id16_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id16_0006,60
Celeb-synthesis_id2_id4_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id4_0000,60
Celeb-synthesis_id4_id0_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id0_0005,60
Celeb-synthesis_id2_id3_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id3_0002,60
Celeb-synthesis_id3_id9_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id9_0003,60
Celeb-synthesis_id1_id6_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id6_0003,60
Celeb-synthesis_id6_id9_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id9_0009,60
Celeb-synthesis_id0_id16_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id16_0001,60
Celeb-synthesis_id1_id16_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id16_0002,60
